sporder,RT,PUMA,SERIALNO,ADJUST,PWGTP,AGEP,CIT,COW,DDRS,DEYE,DOUT,DPHY,DREM,DWRK,ENG,FER,GCL,GCM,GCR,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MIG,MIL,MILY,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,REL,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,UWRK,ANC,ANC1P,ANC2P,DS,ESP,ESR,HISP,INDP,JWDP,LANP,MIGSP,MSP,NAICSP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWSP,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,SOCP,VPS,FAGEP,FANCP,FCITP,FCOWP,FDDRSP,FDEYEP,FDOUTP,FDPHYP,FDREMP,FDWRKP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FMILYP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP
1,P,02000,432884,1013394,0045,67,1,1,2,2,2,1,2,2,,,2,,,000600,,,,2,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,2,5,2,2,3,000000,00000,00,036000,1,,11,000000,1,00000,08000,000000,,2,,,2,1,902,999,1,,6,01,6180,,,,1,485M,0,4550,,0000000,0044600,037,501,,2,02,37,0,0,1,0,1,0,0,0,,,396030,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,432884,1013394,0033,65,1,,2,2,2,1,2,2,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,2,2,2,2,000000,00000,01,017600,1,,13,000000,2,00000,08000,000000,,3,,,2,1,902,999,1,,6,01,,,,,1,,0,,4,0000000,0025600,028,501,,2,02,37,0,0,1,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,432884,1013394,0051,35,3,1,2,2,2,2,2,2,,2,2,,,000000,015,01,01,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,1,,12,000000,2,00000,00000,023000,40,1,36,1972,1,1,902,999,2,,1,01,6870,067,,,6,52M1,0,5240,4,0023000,0023000,215,501,002,2,02,37,0,0,1,0,1,0,0,0,,,434051,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,432884,1013394,0057,29,1,5,2,2,2,2,2,2,,,2,,,000000,015,01,01,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,1,,11,000000,1,00000,00000,042000,40,1,52,,1,1,902,999,2,,1,01,8190,049,,,6,622,0,0430,,0042000,0042000,017,501,002,2,02,37,0,0,1,0,1,0,0,0,,,119199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,P,02000,432884,1013394,0057,28,1,2,2,2,2,2,2,2,,,2,,,000000,020,01,01,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,1,,13,000000,1,00000,00000,035000,40,1,50,,1,1,902,999,2,,1,01,9190,064,,,6,8139Z,0,1610,,0035000,0035000,037,501,002,2,02,37,0,0,1,0,1,0,0,0,,,191020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,432903,1013394,0112,54,1,1,2,2,2,2,2,2,,,2,,,000000,,,,2,5,1,3,1,0,0,0,0,1,0,0,0,0,0,0,2,5,2,2,3,001500,00000,00,000000,1,,11,000000,1,00000,00000,000000,,2,,,2,1,050,999,2,,6,01,3770,,,,6,3211,0,6130,,0000000,0001500,025,016,,1,01,47,0,0,0,0,1,0,1,0,,,454020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,433149,1013394,0061,34,2,5,2,2,2,2,2,2,1,,2,,,000000,010,01,01,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,3,5,2,3,3,000000,00000,00,000000,1,,11,000000,1,00000,00000,024900,52,1,48,1991,1,1,261,999,2,,4,03,9670,031,625,,1,928110P1,0,7000,,0024900,0024900,072,379,002,1,01,47,0,0,0,0,1,0,1,0,,,491011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,433149,1013394,0047,30,1,1,2,2,2,2,2,2,,2,2,,,000000,020,01,01,2,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,01,000000,1,,10,000000,2,00000,00000,030600,40,1,48,,1,4,999,999,2,,1,01,7970,049,,,1,6211,0,5700,1,0030600,0030600,054,379,002,1,01,47,0,0,0,0,1,0,1,0,,,436010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,433149,1013394,0038,05,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,1,1,,2,,,,,,,,2,1,261,999,2,1,,03,,,,,,,1,,,,,001,379,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,433441,1013394,0050,53,1,1,2,2,2,2,2,2,1,,2,,,020000,,,,1,1,1,5,,,,,,,,,,,,,1,5,2,3,3,000000,00000,00,000000,1,,15,000000,1,00000,00000,060000,30,1,52,,2,2,022,032,2,,2,01,7270,,639,,1,5411,0,2100,,0060000,0080000,025,501,,1,01,47,0,0,0,0,1,0,1,0,,,231011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,433441,1013394,0035,43,4,6,2,2,2,2,2,2,1,2,2,,,000000,,,11,1,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,15,150000,2,00000,00000,000000,60,1,52,1994,1,1,148,999,2,,1,01,7490,,639,,1,5419Z,0,2860,4,0150000,0150000,163,501,002,1,01,47,0,0,0,0,1,0,1,0,,,273090,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,433441,1013394,0035,76,5,1,2,2,1,2,2,2,4,,2,,,000000,,,,1,2,1,5,,,,,,,,,,,,,2,5,2,2,3,001000,00000,06,000000,1,,15,000000,2,00000,00000,000000,,2,,2000,2,1,148,999,1,,6,01,7490,,639,,3,5419Z,0,2860,4,0000000,0001000,163,501,,1,01,47,0,0,0,0,1,0,1,0,,,273090,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,433441,1013394,0046,15,4,,2,2,,2,2,,1,2,2,,,000000,,,,1,5,1,,,,,,,,,,,,,,3,5,3,3,3,001200,00000,12,000000,2,5,5,000000,2,00000,00000,000000,,,,1994,1,1,148,999,2,,,01,,,639,,6,,0,,,,0001200,163,012,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,433474,1013394,0167,44,1,6,2,2,2,2,2,2,,,2,,,001900,035,01,01,2,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,000000,1,,11,150000,1,00000,00000,000000,70,1,52,,1,1,111,999,2,,1,01,4690,049,,,1,4413,0,4700,,0150000,0151900,002,501,002,1,01,47,0,0,0,0,1,0,1,0,,,411011,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,433474,1013394,0149,42,1,1,2,2,2,2,2,2,,2,2,,,001900,035,02,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,11,000000,2,00000,00000,019400,60,1,52,,1,1,032,999,2,,1,01,4690,049,,,1,4413,0,4700,2,0019400,0021300,041,501,002,1,01,47,0,0,0,0,1,0,1,0,,,411011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,P,02000,433474,1013394,0128,16,1,1,2,2,2,2,2,2,,2,2,,,001900,035,02,01,2,5,1,,,,,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,2,5,5,000000,2,00000,00000,000360,30,1,04,,1,2,032,111,2,1,1,01,3570,049,,,6,336M,1,4850,4,0000360,0002260,002,501,002,1,01,47,0,0,0,0,1,0,1,1,,,414010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,433605,1013394,0055,32,1,5,2,2,2,2,2,2,,,2,,,000000,060,01,01,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,000000,3,6,12,000000,1,00000,00000,048000,45,1,52,,1,4,999,999,2,,4,01,9680,109,,,1,928110P2,0,9810,,0048000,0048000,039,285,002,1,01,47,0,0,0,0,1,0,1,0,,,552000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,433605,1013394,0073,29,1,1,2,2,2,2,2,2,,2,2,,,000000,010,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,11,000000,2,00000,00000,004500,16,1,45,,1,2,022,082,2,,1,01,5190,067,,,1,4483,0,4760,3,0004500,0004500,026,285,002,1,01,47,0,0,0,0,1,0,1,0,,,412031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,433605,1013394,0042,07,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,1,,,,,,,,,2,022,026,2,1,,01,,,,,,,1,,,,,037,285,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,433605,1013394,0053,04,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,02,,3,1,2,,1,,,,,,,,,2,026,022,,1,,01,,,,,,,1,,,,,037,285,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,433773,1013394,0084,32,1,1,2,2,2,2,2,2,,,2,,,000000,005,01,01,2,5,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,11,000000,1,00000,00000,042000,50,1,32,,1,1,089,999,2,,1,01,4270,041,,027,6,4238,0,4850,,0042000,0042000,027,444,002,1,01,47,0,0,0,0,1,0,1,0,,,414010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,433773,1013394,0066,38,1,1,2,2,2,2,2,2,,,2,,,000000,010,01,01,2,5,1,3,2,0,0,1,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,09,000000,1,,11,000000,1,00000,00000,032000,45,1,52,,1,2,920,022,2,,1,01,4670,052,,,6,4411,0,5240,,0032000,0032000,006,338,002,9,65,66,1,0,0,0,2,0,1,0,,,434051,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,434204,1013394,0092,38,1,1,2,2,2,2,2,2,,2,2,,,001500,009,01,01,2,4,1,5,,,,,,,,,,,,,3,5,3,3,3,039400,00000,00,000000,1,,10,000000,2,00000,00000,024000,36,1,52,,1,2,050,032,2,,1,01,5080,046,,,5,446Z,0,3520,2,0024000,0064900,017,379,002,1,01,47,0,0,0,0,1,0,1,0,,,292081,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,434204,1013394,0099,18,1,4,2,2,2,2,2,2,,,2,,,001600,015,01,01,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,2,6,9,000000,1,00000,00000,004000,20,1,20,,1,2,032,050,2,,1,01,9370,058,,,6,9211MP,0,5850,,0004000,0005600,002,379,002,1,01,47,0,0,0,0,1,0,1,0,,,439051,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,434204,1013394,0082,12,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,1,,,,,,,,,2,050,032,2,7,,01,,,,,,,1,,,,,006,379,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,434204,1013394,0082,09,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,1,,,,,,,,,2,032,050,2,7,,01,,,,,,,1,,,,,015,379,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,434228,1013394,0042,60,4,3,2,2,2,2,2,2,,,2,,,000000,005,01,01,2,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,2,5,2,2,3,000240,00000,00,019200,3,6,12,000000,1,00000,00000,004000,13,1,36,1974,1,1,335,999,2,,1,10,7860,085,,,1,6111,0,3920,,0004000,0023440,316,304,002,9,65,33,1,0,0,0,2,1,0,0,,,339030,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,434228,1013394,0028,39,4,5,2,2,2,2,2,2,1,2,2,,,000000,010,02,01,1,1,1,5,,,,,,,,,,,,,3,5,3,2,3,000000,00000,01,000000,2,6,9,000000,2,00000,00000,021500,30,1,48,1987,1,1,291,999,2,,1,17,8370,025,625,,1,6241,0,4600,2,0021500,0021500,365,304,002,9,65,48,0,0,0,0,2,1,1,0,,,399011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,P,02000,434228,1013394,0030,11,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,1,,,,,,,,,1,291,999,2,1,,24,,,,,,,1,,,,,036,304,,8,64,01,0,0,0,0,1,1,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,434333,1013394,0038,47,1,3,2,2,2,2,2,2,,2,2,,,000000,045,02,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,14,000000,2,00000,00000,052000,60,1,52,,1,2,032,050,2,,1,01,7860,003,,,1,6111,0,2310,2,0052000,0052000,017,501,002,1,01,47,0,0,0,0,1,0,1,0,,,252020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,434333,1013394,0028,49,1,3,2,2,2,2,2,2,,,2,,,000000,015,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,10,000000,1,00000,00000,052000,40,1,52,,1,1,924,999,2,,1,01,9370,040,,,1,9211MP,0,5800,,0052000,0052000,039,501,002,1,01,47,0,0,0,0,1,0,1,0,,,439011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,434333,1013394,0036,12,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,1,,,,,,,,,1,924,999,2,1,,01,,,,,,,1,,,,,002,501,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,434569,1013394,0031,40,1,6,2,2,2,2,2,2,,2,2,,,001500,,,11,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,016000,2,00000,00000,000000,40,1,50,,1,2,021,050,2,,1,01,7690,,,,6,5617Z,0,4200,4,0016000,0017500,018,187,002,1,01,47,0,0,0,0,1,0,1,0,,,371011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,434608,1013394,0038,86,1,,2,1,1,1,2,2,,,2,,,001600,,,,2,2,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,008000,1,,12,000000,2,01300,04500,000000,,3,,,2,2,032,022,1,,6,01,,,,,3,,0,,4,0000000,0015400,041,175,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,P,02000,434845,1013394,0040,36,1,5,2,2,2,2,2,2,,,2,,,000000,010,01,01,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,000000,3,6,12,000000,1,00000,00000,061000,50,1,52,,1,1,021,999,2,,4,01,9680,022,,,1,928110P2,0,6200,,0061000,0061000,026,333,002,1,01,47,0,0,0,0,1,0,1,0,,,471011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,434845,1013394,0046,33,5,1,2,2,2,2,2,2,1,2,2,,,000000,,,,1,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,1,,4,000000,2,00000,00000,000000,,2,,2001,2,1,750,999,2,,6,01,0770,,724,,1,23,0,2860,3,0000000,0000000,217,333,,6,46,11,0,1,0,0,1,0,0,0,,,273090,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,434845,1013394,0034,08,5,,2,2,,2,2,,1,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,2,,,,,,,2001,,1,750,999,2,2,,01,,,724,,,,1,,,,,217,333,,6,46,11,0,1,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,434845,1013394,0047,01,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,02,,,,,,2,,,,,,,,,1,750,999,,2,,01,,,,,,,1,,,,,002,333,,9,65,56,0,1,0,0,2,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,434847,1013394,0136,39,5,1,2,2,2,2,2,2,3,2,2,,,000000,,,,1,3,3,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,9,000000,2,00000,00000,002400,40,1,08,2002,2,1,148,999,2,,6,01,1280,,639,002,4,311M2,0,8800,2,0002400,0002400,163,019,,1,01,47,0,0,0,0,1,0,1,0,,,519111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,434847,1013394,0144,12,5,,2,2,,2,2,,3,,,,,,,,,1,5,3,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,2,,,,,,,2002,,1,148,999,2,8,,01,,,639,002,,,1,,,,,163,019,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,P,02000,434847,1013394,0156,43,1,1,2,2,2,2,2,2,,,2,,,000000,030,01,01,2,3,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,12,000000,1,,9,000000,1,00000,00000,040000,50,1,52,,1,1,022,999,2,,1,01,7690,055,,002,4,5617Z,0,4220,,0040000,0040000,022,426,002,1,01,47,0,0,0,0,1,0,1,0,,,37201X,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,434865,1013394,0068,50,1,5,2,2,2,2,2,2,,,2,,,000960,075,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,15,000000,1,00000,00000,085000,55,1,52,,1,1,022,999,2,,1,01,6370,055,,,1,491,0,0800,,0085000,0085960,008,433,002,1,01,47,0,0,0,0,1,0,1,0,,,132011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,P,02000,434865,1013394,0061,50,1,3,2,2,2,2,2,2,,2,2,,,001500,020,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,11,000000,2,00000,00000,007600,25,1,30,,1,1,050,999,2,,1,01,7860,049,,,1,6111,0,2310,2,0007600,0009100,037,433,002,1,01,47,0,0,0,0,1,0,1,0,,,252020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,P,02000,434865,1013394,0119,19,1,1,2,2,2,2,2,2,,,2,,,000850,,,,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,3,6,9,000000,1,00000,00000,000000,,2,,,2,2,050,022,2,,6,01,4970,,,,6,4451,0,4720,,0000000,0000850,002,433,,1,01,47,0,0,0,0,1,0,1,0,,,412010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,434865,1013394,0085,16,1,,2,2,2,2,1,1,,1,2,,,000200,,,,2,5,1,,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,2,4,4,000000,2,00000,00000,000000,,3,,,2,2,050,022,1,1,6,01,,,,,6,,1,,4,0000000,0000200,002,433,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,P,02000,434865,1013394,0064,08,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,1,,,,,,,,,2,050,022,2,1,,01,,,,,,,1,,,,,002,433,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
