sporder,RT,PUMA,SERIALNO,oldspord,ADJUST,PWGTP,AGEP,CIT,COW,DDRS,DEYE,DOUT,DPHY,DREM,DWRK,ENG,FER,GCL,GCM,GCR,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MIG,MIL,MILY,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,REL,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,UWRK,ANC,ANC1P,ANC2P,DS,ESP,ESR,HISP,INDP,JWDP,LANP,MIGSP,MSP,NAICSP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWSP,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,SOCP,VPS,FAGEP,FANCP,FCITP,FCOWP,FDDRSP,FDEYEP,FDOUTP,FDPHYP,FDREMP,FDWRKP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FMILYP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP
03,P,02000,67674,03,1015841,0041,38,1,1,2,2,2,2,2,2,,2,2,,,000000,045,01,01,2,4,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,08,000000,1,,11,000000,2,00000,00000,028000,35,1,52,,1,2,022,050,2,,1,01,4970,091,,,5,4451,0,4720,4,0028000,0028000,048,287,002,1,01,47,0,0,0,0,1,0,1,0,,,412010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01,P,02000,67725,01,1015841,0033,36,1,4,2,2,2,2,2,2,,,2,,,001100,020,02,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,15,000000,1,00000,00000,049800,45,1,52,,,4,999,999,2,,1,01,9490,025,,,1,92M1,0,1610,,0049800,0050900,038,501,002,1,01,47,0,0,0,0,1,0,1,0,,,191020,,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0
02,P,02000,67725,02,1015841,0037,32,1,1,2,2,2,2,2,2,,2,2,,,000010,,,,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000004,00000,01,000000,1,,10,000000,2,00000,00000,029700,45,1,52,,,4,999,999,2,,2,01,6080,,,,1,482,0,5410,4,0029700,0029714,027,501,,1,01,47,0,0,0,0,1,0,1,0,,,434181,,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0
01,P,02000,67744,01,1015841,0122,56,1,5,2,2,2,2,2,2,,,2,,,000000,015,01,01,2,3,1,5,,,,,,,,,,,,,3,5,3,3,3,000920,00000,00,003600,1,,11,000000,2,00000,00000,035000,40,1,52,,1,2,032,051,2,,1,01,5390,046,,,4,4529,0,5610,4,0035000,0039520,040,403,002,1,01,47,0,0,0,0,1,0,1,0,,,435071,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,67811,01,1015841,0041,44,1,1,2,2,2,2,2,2,,2,2,,,000000,015,01,01,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,14,000000,2,00000,00000,055000,50,1,52,,1,2,082,022,2,,1,01,6670,058,,,6,51M,0,0020,4,0055000,0055000,030,501,002,1,01,47,0,0,0,0,1,0,1,0,,,111021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,67844,01,1015841,0044,32,3,1,2,2,2,2,2,2,,,2,,,001200,015,01,01,2,5,1,3,2,0,1,0,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,000000,1,,11,000000,1,00000,00000,042000,55,1,48,1971,1,2,088,082,2,,1,01,6070,002,,,6,481,0,5500,,0042000,0043200,134,450,002,1,01,47,0,0,0,0,1,0,1,0,,,435011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,67844,02,1015841,0053,25,1,1,2,2,2,2,2,2,,2,2,,,001200,015,01,01,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,10,000000,1,,9,000000,2,00000,00000,027000,40,1,48,,1,2,114,082,2,,1,01,6070,085,,,6,481,0,5410,4,0027000,0028200,055,294,002,1,01,47,0,0,0,0,1,0,1,0,,,434181,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,67949,01,1015841,0034,31,1,5,2,2,2,2,2,2,,,2,,,000000,010,01,01,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,055000,60,1,52,,1,1,032,999,2,,4,01,9680,025,,217,1,928110P2,0,9030,,0055000,0055000,048,501,002,1,01,47,0,0,0,0,1,0,1,0,,,532010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,67949,02,1015841,0035,30,1,5,2,2,2,2,2,2,,2,2,,,000000,005,01,01,2,1,2,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,13,000000,2,00000,00000,035000,50,1,42,,1,1,050,999,2,,1,01,9370,067,,217,1,9211MP,0,0420,4,0035000,0035000,035,501,002,1,01,47,0,0,0,0,1,0,1,0,,,119151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,68010,01,1015841,0045,69,1,,2,2,2,2,2,2,,,1,,2,008400,,,,2,3,1,4,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,10,000000,2,00000,06300,000000,,3,,,2,2,032,022,2,,6,01,,,,,4,,0,,4,0000000,0014700,026,280,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,68010,02,1015841,0041,41,1,6,2,2,2,2,2,2,,,2,,,000000,045,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,2,3,002100,00000,02,000000,1,,9,023100,1,00000,00000,000000,84,1,36,,1,2,022,032,2,,1,01,6170,031,,,1,484,0,9130,,0023100,0025200,026,280,002,1,01,47,0,0,0,0,1,0,1,0,1,2,533030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,68010,03,1015841,0039,07,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,05,,2,3,2,,2,,,,,,,,2,2,050,032,2,1,,01,,,,,,,0,,,,,002,280,,1,01,47,0,0,0,0,1,0,1,1,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,68010,04,1015841,0054,03,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,05,,1,,1,,1,,,,,,,,,2,032,089,,1,,01,,,,,,,0,,,,,002,280,,1,01,47,0,0,0,0,1,0,1,1,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,P,02000,68010,05,1015841,0044,31,1,1,2,2,2,2,2,2,,2,2,,,001100,025,03,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,06,000000,1,,10,000000,2,00000,00000,022900,32,1,52,,1,2,032,082,2,,1,01,5070,061,,,1,44611,0,3410,3,0022900,0024000,055,280,002,1,01,47,0,0,0,0,1,0,1,0,1,2,292050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,68296,01,1015841,0108,43,1,3,2,2,2,2,2,2,,2,2,,,001100,,,,2,4,3,5,,,,,,,,,,,,,1,5,2,3,3,000000,00000,00,000000,1,,14,000000,2,00000,00000,035000,30,1,43,,2,2,050,920,2,,2,01,7860,,,002,5,6111,0,3230,3,0035000,0036100,002,190,,1,01,47,0,0,0,0,1,0,1,0,,,291127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,68296,02,1015841,0118,11,1,,2,2,,2,2,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,1,,,,,,,,,2,050,082,2,7,,01,,,,002,,,1,,,,,002,190,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,68296,03,1015841,0118,08,1,,2,2,,2,2,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,1,,,,,,,,,2,050,082,2,7,,01,,,,002,,,1,,,,,002,190,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,68296,04,1015841,0136,04,1,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,02,,1,,2,,2,,,,,,,,,2,050,082,,7,,01,,,,002,,,1,,,,,002,190,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,68535,01,1015841,0160,49,1,3,2,2,2,2,2,2,,2,2,,,001100,,,,2,1,1,5,,,,,,,,,,,,,1,5,2,3,3,000000,00000,00,000000,1,,14,000000,2,00000,00000,060000,48,1,34,,2,1,195,999,2,,2,01,7860,,,,1,6111,0,2320,4,0060000,0061100,054,501,,1,01,47,0,0,0,0,1,0,1,0,,,252030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
02,P,02000,68535,02,1015841,0163,51,1,3,2,2,2,2,2,2,,,2,,,001100,004,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,9,000000,1,00000,00000,040000,48,1,52,,1,1,931,999,2,,1,01,9470,051,,,1,92MP,0,5520,,0040000,0041100,054,501,002,1,01,47,0,0,0,0,1,0,1,0,,,435030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
03,P,02000,68535,03,1015841,0184,19,1,1,2,2,2,2,2,2,,2,2,,,001100,,,,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,2,6,11,000000,2,00000,00000,000000,,2,,,2,1,195,999,2,,6,01,9290,,,,6,814,0,4600,4,0000000,0001100,039,501,,1,01,47,0,0,0,0,1,0,1,0,,,399011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,68623,01,1015841,0018,63,1,,2,2,2,1,2,1,,,2,,,008700,,,,2,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,2,5,2,2,3,000000,00000,00,021900,1,,9,000000,1,00000,02300,000000,,3,,,2,1,811,999,1,,6,01,,,,,1,,0,,,0000000,0032900,015,376,,7,56,06,0,0,0,1,1,0,0,0,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,68623,02,1015841,0056,54,1,,1,2,1,1,2,1,,,2,,,001100,,,,2,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,2,5,2,2,3,000380,00000,01,012000,1,,12,000000,2,00000,00000,000000,,3,,,2,4,999,999,1,,6,01,,,,,1,,0,,4,0000000,0013480,051,376,,2,02,37,0,0,1,0,1,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,68766,01,1015841,0035,69,1,,2,2,2,2,2,1,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,035900,1,,10,000000,1,00000,09200,000000,,3,,,2,1,032,999,2,,6,01,,,,,1,,0,,,0000000,0045100,008,463,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,68766,02,1015841,0031,68,1,,2,2,2,1,2,1,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,3,5,2,2,3,000000,00000,01,000000,1,,11,000000,2,00000,07200,000000,,3,,,2,1,022,999,1,,6,01,,,,,1,,0,,4,0000000,0007200,041,463,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,68879,01,1015841,0035,52,1,4,2,2,2,2,2,2,,,2,,,005000,015,,09,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,16,000000,2,00000,00000,082000,40,1,52,,1,1,939,999,2,,1,01,7870,055,,,1,611M1,0,2200,2,0082000,0087000,053,501,002,1,01,47,0,0,0,0,1,0,1,0,,,251000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,68879,02,1015841,0031,38,5,1,2,2,2,2,2,2,1,,2,,,000000,010,01,01,1,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,2,6,10,000000,1,00000,00000,011000,30,1,40,2001,1,1,360,999,2,,1,01,9070,067,629,,1,8123,0,4740,,0011000,0011000,362,501,002,8,64,01,0,0,0,0,1,1,0,0,,,412021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,68879,03,1015841,0027,15,4,,2,2,,2,2,,,2,2,,,001700,,,,2,5,1,,,,,,,,,,,,,,2,5,3,3,3,000600,00000,02,000000,2,5,5,000000,2,00000,00000,000000,,,,1989,2,1,360,999,2,1,,01,,,,,6,,1,,,,0002300,362,501,,8,64,01,0,0,0,0,1,1,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,68879,04,1015841,0034,32,1,1,2,2,2,2,2,2,,,2,,,001100,010,01,01,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,09,000000,1,,9,000000,1,00000,00000,060000,50,1,45,,1,4,999,999,2,,1,01,0770,037,,,6,23,0,6360,,0060000,0061100,053,501,002,1,01,47,0,0,0,0,1,0,1,0,,,472121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,68948,01,1015841,0147,35,1,4,2,2,2,2,2,2,,,2,,,000900,010,03,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,040000,50,1,40,,1,2,050,021,2,,1,01,7860,047,,,1,6111,0,2310,,0040000,0040900,039,501,002,1,01,47,0,0,0,0,1,0,1,0,,,252020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,68948,02,1015841,0179,31,1,2,2,2,2,2,2,2,,2,2,,,000900,006,03,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,2,7,13,000000,2,00000,00000,048000,50,1,40,,1,1,082,999,2,,1,01,7860,047,,,1,6111,0,2310,1,0048000,0048900,002,501,002,1,01,47,0,0,0,0,1,0,1,0,,,252020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,68948,03,1015841,0141,05,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,2,2,,2,,,,,,,,,2,082,050,2,1,,01,,,,,,,1,,,,,002,501,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,69023,01,1015841,0040,50,1,5,2,2,2,2,2,2,,,2,,,000000,,,,2,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,2,5,2,2,3,012500,00000,00,000000,1,,14,000000,1,00000,00000,000000,,2,,,2,1,142,999,2,,6,01,9870,,,,1,928110P7,0,9830,,0000000,0012500,042,404,,1,01,47,0,0,0,0,1,0,1,0,,,559830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,69023,02,1015841,0044,51,1,6,2,2,2,2,2,2,,,2,,,000000,,,11,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,14,038000,2,00000,00000,000000,35,1,52,,1,1,153,999,2,,1,01,8560,,,,1,711,0,2840,4,0038000,0038000,042,404,002,1,01,47,0,0,0,0,1,0,1,0,,,273042,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,69069,01,1015841,0053,29,1,2,2,2,2,2,2,2,,2,2,,,001400,015,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,2,00000,00000,030000,40,1,48,,1,1,032,999,2,,1,01,9170,092,,,1,813M,0,4600,4,0030000,0031400,041,501,002,1,01,47,0,0,0,0,1,0,1,0,,,399011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,69069,02,1015841,0044,31,1,4,2,2,2,2,2,2,,,2,,,001400,015,01,01,2,1,1,5,,,,,,,,,,,,,2,5,2,3,2,000000,00000,01,000000,1,,13,000000,1,00000,00000,040500,40,1,48,,1,1,024,999,2,,1,01,9470,122,,,1,92MP,0,3850,,0040500,0041900,002,501,002,1,01,47,0,0,0,0,1,0,1,0,,,333050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,69156,01,1015841,0035,42,1,1,2,2,2,2,2,2,,,2,,,001200,030,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,11,003000,1,00000,00000,040000,40,1,40,,1,1,142,999,2,,1,01,7690,049,,,1,5617Z,0,8960,,0043000,0044200,030,472,002,1,01,47,0,0,0,0,1,0,1,0,,,51919X,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,69156,02,1015841,0035,40,1,4,2,2,2,2,2,2,,2,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,1,2,2,2,2,014000,00000,01,000000,1,,12,000000,2,00000,00000,010600,25,1,48,,2,1,032,999,2,,2,01,9570,,,,1,92M2,0,5260,2,0010600,0024600,032,472,,1,01,47,0,0,0,0,1,0,1,0,,,434071,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
03,P,02000,69156,03,1015841,0029,17,1,1,2,2,2,2,2,2,,2,2,,,001200,,,,2,5,1,5,,,,,,,,,,,,,2,3,2,2,3,000000,00000,02,000000,2,5,5,000000,2,00000,00000,000000,,2,,,2,2,142,032,2,1,6,01,5570,,,,6,45322,1,4760,4,0000000,0001200,002,472,,1,01,47,0,0,0,0,1,0,1,1,,,412031,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,69193,01,1015841,0040,44,1,1,2,2,2,2,2,2,,2,2,,,053000,008,01,01,2,3,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,2,00000,00000,151000,50,1,52,,1,2,032,050,2,,1,01,7670,022,,,4,5615,0,0430,4,0151000,0204000,036,501,002,1,01,47,0,0,0,0,1,0,1,0,,,119199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,69538,01,1015841,0036,22,1,1,2,2,2,2,2,2,,,2,,,000000,007,,07,2,1,3,4,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,1,00000,00000,020000,40,1,52,,1,1,924,999,2,,1,01,7680,040,,002,1,5616,0,3920,,0020000,0020000,002,226,002,1,01,47,0,0,0,0,1,0,1,0,,,339030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
02,P,02000,69538,02,1015841,0031,21,1,1,2,2,2,2,2,2,,2,2,,,000000,008,04,01,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,01,000000,1,,9,000000,2,00000,00000,008400,20,1,50,,1,1,924,999,2,,1,01,7680,054,,045,1,5616,0,3920,4,0008400,0008400,002,226,002,1,01,47,0,0,0,0,1,0,1,0,,,339030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
03,P,02000,69538,03,1015841,0045,19,1,1,2,2,2,2,2,2,,2,2,,,000000,,,,2,5,3,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,09,000000,2,6,11,000000,2,00000,00000,002800,30,1,09,,2,1,924,999,2,,6,01,5180,,,002,6,44821,0,5240,4,0002800,0002800,002,028,,1,01,47,0,0,0,0,1,0,1,0,,,434051,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
01,P,02000,69580,01,1015841,0028,66,1,,2,2,2,1,1,1,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,2,2,2,3,001400,00000,00,000000,1,,8,000000,1,00000,17200,000000,,3,,,2,1,939,999,1,,6,01,,,,,1,,0,,,0000000,0018600,027,221,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,69580,02,1015841,0032,62,1,,2,1,2,2,2,1,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,1,,9,000000,2,00000,06200,000000,,3,,,2,1,939,999,1,,6,01,,,,,1,,0,,4,0000000,0006200,027,221,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
