RT,PUMA,SERIALNO,SPORDER,ADJUST,PWGTP,AGEP,CIT,COW,DDRS,DEYE,DOUT,DPHY,DREM,DWRK,ENG,FER,GCL,GCM,GCR,INTP,JWMN,JWRIP,JWTR,LANX,MAR,MIG,MIL,MILY,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,REL,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,UWRK,ANC,ANC1P,ANC2P,DS,ESP,ESR,HISP,INDP,JWDP,LANP,MIGSP,MSP,NAICSP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWSP,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,SOCP,VPS,FAGEP,FANCP,FCITP,FCOWP,FDDRSP,FDEYEP,FDOUTP,FDPHYP,FDREMP,FDWRKP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FMILYP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP
P,00002,154387,03,1009555,0172,19,1,1,2,2,2,2,2,2, , ,2, , ,000000,,, ,2,5,3,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,02,000000,1, ,8,000000,1,00000,00000,000530,40,1,04,,2,1,204,207,2, ,6,01,458, , ,013,6,4229Z,0,612, ,0000530,0000530,013,150, ,1,01,47,0,0,0,0,1,0,1,0, , ,454011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P,00002,154387,04,1009555,0329,15,1, ,2,2, ,2,2, , , ,2, , ,000000,,, ,2,5,3, , , , , , , , , , , ,2, ,2,2, ,000000,00000,02,000000,3,5,5,000000,1,00000,00000,000000,, ,,,2,1,204,207,2,1, ,01, , , ,013,6, ,1, , ,,0000000,013,150, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,154387,05,1009555,0182,14,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,3, , , , , , , , , , , , , , , , ,,,02,,3,5,4,,2,,,,, ,,, ,1,204,207,2,1, ,01, , , ,013, , ,1, , ,,,013,150, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,154387,06,1009555,0182,11,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,3, , , , , , , , , , , , , , , , ,,,02,,3,4,3,,2,,,,, ,,, ,1,204,207,2,1, ,01, , , ,013, , ,1, , ,,,013,150, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,154387,07,1009555,0183,10,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,3, , , , , , , , , , , , , , , , ,,,02,,3,3,2,,1,,,,, ,,, ,1,204,207,2,1, ,01, , , ,013, , ,1, , ,,,013,150, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,154387,08,1009555,0183,08,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,3, , , , , , , , , , , , , , , , ,,,02,,3,3,2,,2,,,,, ,,, ,1,204,207,2,1, ,01, , , ,013, , ,1, , ,,,013,150, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,154387,09,1009555,0138,03,1, , , , , , , , , , , , ,,,, , ,5,3, , , , , , , , , , , , , , , , ,,,02,,1, ,2,,2,,,,, ,,, ,1,204,207, ,1, ,01, , , ,013, , ,1, , ,,,013,150, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,154430,01,1009555,0232,61,1, ,2,2,2,2,2,2, , ,2, , ,000000,,, ,2,1,1,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,00,024000,1, ,11,000000,1,00000,00000,000000,,3,,,2,1,011,207,2, ,6,01, , , , ,1, ,0, , ,0000000,0024000,003,230, ,1,01,47,0,0,0,0,1,0,1,0, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,154430,02,1009555,0289,56,1, ,2,2,2,2,2,2, , ,2, , ,000000,,, ,2,1,1,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,01,003600,1, ,9,000000,2,00000,00000,000000,,3,,,2,3,206,207,2, ,6,01, , , , ,1, ,0, ,4,0000000,0003600,003,230, ,1,01,47,0,0,0,0,1,0,1,0, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155144,01,1009555,0043,50,1,2,2,2,2,2,2,2, ,2,2, , ,009700,015,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,13,000000,2,00000,00000,065000,50,1,52,,1,2,018,029,2, ,1,01,819,043, , ,1,622,0,035,4,0065000,0074700,005,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,119111, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155144,02,1009555,0067,50,1,1,2,2,2,2,2,2, , ,2, , ,000100,010,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,01,000000,1, ,11,000000,1,00000,00000,100000,60,1,52,,1,1,029,207,2, ,1,01,077,037, , ,1,23,0,644, ,0100000,0100100,048,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,472150, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155274,01,1009555,0049,33,1,5,2,2,2,2,2,2, , ,2, , ,001900,,,11,2,5,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,10,000000,1,00000,00000,035000,40,1,50,, ,4,207,207,2, ,1,01,959, , , ,6,928Z,0,714, ,0035000,0036900,002,397,02,1,01,47,0,0,0,0,1,0,1,0, , ,493011, ,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0
P,00002,155528,01,1009555,0046,48,1,6,2,2,2,1,2,1, ,2,2, , ,001000,005,01,01,2,3,1,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,00,000000,1, ,13,004500,2,00000,00000,000000,10,1,15,,1,2,018,192,1, ,1,01,727,079, , ,4,5411,0,214,4,0004500,0005500,017,059,02,1,01,47,0,0,0,0,1,0,1,0, , ,232011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155528,02,1009555,0053,44,1,7,2,2,2,2,2,2, , ,2, , ,000000,020,01,01,2,3,1,2,2,0,0,1,1,0,0,0,0,0,2, ,2,2, ,000000,00000,12,000000,1, ,9,000000,1,00000,00000,060000,50,1,36,,1,2,014,018,2, ,1,01,028,028, , ,4,114,0,610, ,0060000,0060000,005,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,453000,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155626,01,1009555,0045,53,1,1,2,2,2,2,2,2, , ,2, , ,001800,025,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,9,000000,2,00000,00000,025000,32,1,52,,1,2,192,018,2, ,1,01,497,049, , ,1,4451,0,470,4,0025000,0026800,038,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,411011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155626,02,1009555,0059,55,1,1,2,2,2,2,2,2, , ,2, , ,001800,060,01,01,2,1,1,2,2,0,0,0,0,1,0,0,0,0, , , , , ,000000,00000,01,000000,1, ,9,000000,1,00000,00000,086000,99,1,26,,1,2,018,013,2, ,1,01,049,025, , ,1,213,0,684, ,0086000,0087800,028,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,475040,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155714,01,1009555,0035,33,1,5,2,2,2,2,2,2, , ,2, , ,000000,025,01,01,2,1,1,2,2,1,0,1,0,0,0,0,0,0, , , , , ,000000,00000,00,000000,1, ,13,000000,1,00000,00000,060000,70,1,52,,1,2,194,019,2, ,1,01,959,013, , ,1,928Z,0,903, ,0060000,0060000,026,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,532010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155714,02,1009555,0027,34,3,6,2,2,2,2,2,2, ,2,2, , ,000000,015,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,01,000000,1, ,15,050000,2,00000,00000,000000,50,1,52,1973,1,1,161,207,2, ,1,01,727,061, , ,1,5411,0,210,3,0050000,0050000,105,501,02,6,46,11,0,1,0,0,1,0,0,0, , ,231011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155714,03,1009555,0052,07,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,1, , , , , , , , , , , , , , , , ,,,02,,3,3,2,,1,,,,, ,,, ,1,161,207,2,1, ,01, , , , , , ,1, , ,,,002,501, ,6,46,11,0,1,0,0,1,0,0,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P,00002,155714,04,1009555,0076,04,1, , , , , , , , , , , , ,,,, , ,5,1, , , , , , , , , , , , , , , , ,,,02,,3,1,2,,1,,,,, ,,, ,1,161,207, ,1, ,01, , , , , , ,1, , ,,,002,501, ,6,46,11,0,1,0,0,1,0,0,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155743,01,1009555,0040,27,1,1,2,2,2,2,2,2, , ,2, , ,000000,010,01,01,2,5,3,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,11,000000,1,00000,00000,050000,40,1,52,,1,3,206,207,2, ,1,01,427,079, ,048,6,4218,0,470, ,0050000,0050000,005,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,411011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155783,01,1009555,0056,35,2,2,2,2,2,2,2,2,2,2,2, , ,000000,,, ,1,1,1,4, , , , , , , , , , , , , , , ,000000,05000,00,000000,1, ,13,000000,2,00000,00000,012000,30,1,48,1997,2,1,089,207,2, ,6,03,847, ,015, ,1,6244,0,254,3,0012000,0017000,054,079, ,8,64,01,0,0,0,0,1,1,0,0, , ,259041, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155783,02,1009555,0055,35,5,1,2,2,2,2,2,2,3, ,2, , ,000000,,, ,1,1,1,4, , , , , , , , , , ,2,3,2,1, ,000000,00000,01,000000,1, ,7,000000,1,00000,00000,000000,,2,,1997,2,1,091,207,2, ,6,05,447, ,015, ,1,4224,0,562, ,0000000,0000000,154,079, ,8,64,01,0,0,0,0,1,1,0,0, , ,435081, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155783,03,1009555,0030,08,2, ,2,2, ,2,2, ,1, , , , ,,,, ,1,5,1, , , , , , , , , , , , , , , , ,,,02,,2,3,1,,1,,,,, ,,1997, ,1,089,207,2,4, ,03, , ,015, , , ,1, , ,,,054,079, ,8,64,01,0,0,0,0,1,1,0,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155783,04,1009555,0030,06,2, ,2,2, ,2,2, ,1, , , , ,,,, ,1,5,1, , , , , , , , , , , , , , , , ,,,02,,2,3,1,,1,,,,, ,,1997, ,1,089,207,2,4, ,03, , ,015, , , ,1, , ,,,054,079, ,8,64,01,0,0,0,0,1,1,0,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155783,05,1009555,0087,03,1, , , , , , , , , , , , ,,,, , ,5,1, , , , , , , , , , , , , , , , ,,,02,,1, ,1,,1,,,,, ,,, ,1,092,207, ,4, ,24, , , , , , ,1, , ,,,002,079, ,8,64,01,0,0,0,0,1,1,0,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155911,01,1009555,0044,52,5,4,2,2,2,2,2,1, , ,2, , ,020000,045,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,10,000000,1,00000,00000,047000,42,1,52,1975,1,2,011,018,1, ,1,01,947,127, , ,1,92MP,0,370, ,0047000,0067000,080,382,02,1,01,47,0,0,0,0,1,0,1,0, , ,331011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155911,02,1009555,0042,47,1,1,2,2,2,2,2,2, ,2,2, , ,001800,,, ,2,1,1,4, , , , , , , , , , ,2,1,2,2, ,000000,00000,01,000000,1, ,10,000000,2,00000,00000,000000,,2,,,2,1,014,207,2, ,6,01,668, , , ,1,51331,0,502,2,0000000,0001800,002,382, ,1,01,47,0,0,0,0,1,0,1,0, , ,432021, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155911,03,1009555,0041,12,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,1, , , , , , , , , , , , , , , , ,,,02,,2,4,4,,1,,,,, ,,, ,1,011,207,2,2, ,01, , , , , , ,1, , ,,,002,382, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155911,04,1009555,0041,09,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,1, , , , , , , , , , , , , , , , ,,,02,,2,3,2,,1,,,,, ,,, ,1,011,207,2,2, ,01, , , , , , ,1, , ,,,002,382, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,155995,01,1009555,0121,45,1,1,2,2,2,2,2,2, ,2,2, , ,000000,002,01,01,2,5,1,4, , , , , , , , , , , , , , , ,001900,00000,00,000000,1, ,9,000000,2,00000,00000,025000,45,1,52,,1,1,195,207,2, ,1,01,429,067, , ,6,4219Z,0,570,4,0025000,0026900,002,288,02,1,01,47,0,0,0,0,1,0,1,0, , ,436010, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0
P,00002,156510,01,1009555,0076,55,1,1,2,2,2,2,2,2, , ,2, , ,001900,,, ,2,2,1,2,2,0,0,0,0,1,0,0,0,0, ,1,1, ,1,000000,00000,00,000000,1, ,9,000000,1,00000,00000,050000,40,1,45,,2,2,013,014,2, ,3,01,077, , , ,3,23,0,623, ,0050000,0051900,039,440, ,1,01,47,0,0,0,0,1,0,1,0, , ,472031,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
P,00002,156510,02,1009555,0118,17,1,1,2,2,2,2,2,2, ,2,2, , ,001900,,, ,2,5,1,4, , , , , , , , , , ,2,1,2,1, ,000000,00000,02,000000,2,5,5,000000,2,00000,00000,000000,,2,,,2,1,194,207,2,5,3,01,538, , , ,6,45211,1,476,4,0000000,0001900,002,440, ,9,65,66,1,0,0,0,2,0,1,1, , ,412031, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,156510,03,1009555,0086,19,1,1,2,2,2,2,2,2, , ,2, , ,000000,025,01,01,2,5,3,4, , , , , , , , , , , , , , , ,000000,00000,12,000000,1, ,9,000000,1,00000,00000,000800,40,1,03,,1,4,207,207,2, ,1,01,617,043, ,050,6,484,0,964, ,0000800,0000800,048,008,02,1,01,47,0,0,0,0,1,0,1,0, , ,537064, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,156535,01,1009555,0139,33,1,1,2,2,2,2,2,2, , ,2, , ,001900,002,01,01,2,3,1,2,2,0,0,1,0,0,0,0,0,0, , , , , ,000000,00000,00,000000,1, ,13,000000,1,00000,00000,056000,50,1,52,,1,4,207,207,2, ,1,01,859,043, , ,4,713Z,0,432, ,0056000,0057900,038,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,391021,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
P,00002,156535,02,1009555,0149,30,1,5,2,2,2,2,2,2, ,2,2, , ,001900,030,01,01,2,5,1,4, , , , , , , , , , , , , , , ,000240,00000,09,000000,1, ,8,000000,2,00000,00000,027500,36,1,52,,1,2,014,013,2, ,1,01,786,037, , ,6,6111,0,230,4,0027500,0029640,002,321,02,1,01,47,0,0,0,0,1,0,1,0, , ,252010, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P,00002,156535,03,1009555,0138,28,1,1,2,2,2,2,2,2, , ,2, , ,001900,002,01,01,2,5,3,4, , , , , , , , , , , , , , , ,000000,00000,09,000000,1, ,9,000000,1,00000,00000,015100,40,1,52,,1,4,207,207,2, ,1,01,249,043, ,002,6,3272,0,896, ,0015100,0017000,002,184,02,1,01,47,0,0,0,0,1,0,1,0, , ,51919X, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
P,00002,156579,01,1009555,0043,47,1,1,2,2,2,2,2,2, ,2,2, , ,000000,,, ,2,3,3,4, , , , , , , , , , ,2, ,2,2, ,005400,05000,00,000000,1, ,12,000000,2,00000,00000,000000,,2,,,2,2,013,023,2, ,6,01,898, , ,002,4,812112,0,562,2,0000000,0010400,027,084, ,1,01,47,0,0,0,0,1,0,1,0, , ,435081, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,156579,02,1009555,0049,10,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,3, , , , , , , , , , , , , , , , ,,,02,,2,4,2,,2,,,,, ,,, ,2,014,013,2,8, ,01, , , ,002, , ,1, , ,,,027,084, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,156990,01,1009555,0039,54,1,1,2,2,2,2,2,2, , ,2, , ,000000,,, ,2,3,3,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,10,000000,2,00000,00000,032000,40,1,52,, ,1,204,207,2, ,2,01,668, , ,048,4,51331,0,472,4,0032000,0032000,048,344, ,1,01,47,0,0,0,0,1,0,1,0, , ,412010, ,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0
P,00002,157010,01,1009555,0230,77,1, ,2,1,2,2,1,2, , ,2, , ,011000,,, ,2,2,1,2,2,0,0,0,0,0,0,0,1,0,2, ,2,2, ,000000,05000,00,000000,1, ,14,000000,1,00000,06500,000000,,3,,,2,1,018,207,1, ,6,01, , , , ,3, ,0, , ,0000000,0022500,027,265, ,1,01,47,0,0,0,0,1,0,1,0, , , ,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,157101,01,1009555,0046,40,1,1,2,2,2,2,2,2, ,2,2, , ,000000,006,01,01,2,3,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,10,000000,2,00000,00000,041500,44,1,52,,1,1,014,207,2, ,1,01,807,056, , ,4,62132,0,352,4,0041500,0041500,005,448,02,1,01,47,0,0,0,0,1,0,1,0, , ,292081, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,157101,02,1009555,0051,44,1,1,2,2,2,2,2,2, , ,2, , ,000000,,, ,2,3,1,2,2,0,0,0,1,0,0,0,0,0,2, ,2,2, ,000000,00000,10,000000,1, ,9,000000,1,00000,00000,010000,40,1,24,,2,1,014,207,2, ,6,01,459, , , ,4,42S,0,962, ,0010000,0010000,023,108, ,1,01,47,0,0,0,0,1,0,1,0, , ,537062,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,157393,01,1009555,0045,50,1,6,2,2,2,2,2,2, , ,2, , ,005000,020,01,01,2,3,3,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,13,127000,1,00000,00000,000000,40,1,45,,1,1,011,207,2, ,1,01,738,043, ,002,4,5415,0,100, ,0127000,0132000,010,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,1510XX, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,157393,02,1009555,0034,23,1,2,2,2,2,2,2,2, , ,2, , ,000000,040,,02,2,5,3,4, , , , , , , , , , , , , , , ,000000,00000,02,000000,2,6,11,000000,1,00000,00000,002500,30,1,25,,1,4,207,207,2, ,1,01,549,043, ,002,6,4533,0,500, ,0002500,0002500,006,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,431011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,157393,03,1009555,0035,22,1,1,2,2,2,2,2,2, , ,2, , ,000000,,, ,2,5,3,4, , , , , , , , , , ,2,1,2,1,1,000000,00000,02,000000,2,6,9,000000,1,00000,00000,002700,35,1,22,,2,4,207,207,2, ,3,01,549, , ,002,6,4533,0,562, ,0002700,0002700,006,501, ,1,01,47,0,0,0,0,1,0,1,0, , ,435081, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
